pid	X	Y	pixelSpacingX	pixelSpacingY	sliceSpacing	scaleFactor
479	192	256	1.5625	1.5625	10.0	1.0
279	192	256	1.0546874552965237	1.0546874552965237	6.0	0.6153846153846154
31	256	192	1.328125	1.328125	10.0	1.0
262	256	218	1.40625	1.40625	10.0	1.0
153	192	256	1.40625	1.40625	10.0	1.0
228	256	192	1.5625	1.5625	10.0	1.0
298	218	256	1.40625	1.40625	10.0	1.0
124	192	256	1.40625	1.40625	10.0	1.0
270	192	256	1.328125	1.328125	10.0	1.0
415	192	256	0.8906249701976825	0.8906249701976825	5.0	0.7272727272727273
399	256	192	1.40625	1.40625	10.0	1.0
490	192	256	1.5625	1.5625	10.0	1.0
106	192	256	1.5625	1.5625	10.0	1.0
268	218	256	1.40625	1.40625	10.0	1.0
220	192	256	1.40625	1.40625	10.0	1.0
356	256	256	1.5625	1.5625	10.0	1.0
65	256	256	1.71875	1.71875	10.0	1.0
85	192	256	1.40625	1.40625	10.0	1.0
34	256	192	1.5625	1.5625	10.0	1.0
206	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
57	192	256	1.40625	1.40625	10.0	1.0
95	192	256	1.40625	1.40625	10.0	0.5
134	192	256	1.40625	1.40625	10.0	1.0
437_a	192	256	1.5625	1.5625	10.0	1.0
177	256	256	1.40625	1.40625	10.0	1.0
10	192	256	1.40625	1.40625	10.0	1.0
352	192	256	1.5625	1.5625	10.0	1.0
203	256	256	1.5625	1.5625	10.0	1.0
199	218	256	1.484375	1.484375	10.0	1.0
297	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
366	256	192	1.40625	1.40625	10.02	1.0
96	192	256	1.5625	1.5625	10.0	1.0
321	192	256	1.03125	1.03125	7.98	0.7272727272727273
267	192	256	1.484375	1.484375	10.0	1.0
14	192	256	1.40625	1.40625	10.0	1.0
80	192	256	1.40625	1.40625	10.02	1.0
123_a	192	256	1.40625	1.40625	10.0	0.5
418	192	256	1.5625	1.5625	10.0	1.0
56	192	256	1.40625	1.40625	10.0	1.0
5	256	192	1.40625	1.40625	10.0	1.0
425	192	256	1.78125	1.78125	10.0	0.42105263157894735
422	192	256	1.40625	1.40625	10.0	1.0
191	256	192	1.5625	1.5625	10.0	1.0
16	192	256	1.5625	1.5625	10.0	1.0
252	192	256	1.5625	1.5625	10.0	1.0
243	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
146	192	256	1.40625	1.40625	10.0	1.0
320	192	256	1.5625	1.5625	8.8	1.0
284	192	256	1.40625	1.40625	10.0	0.5
458	192	256	1.40625	1.40625	10.0	1.0
188	256	192	1.328125	1.328125	10.0	1.0
90	256	192	1.40625	1.40625	10.0	1.0
76	256	208	1.296875	1.296875	10.0	0.5
42	180	256	1.25	1.25	10.0	1.0
367	192	256	1.40625	1.40625	10.0	0.5
385	192	256	1.40625	1.40625	10.0	1.0
93	192	256	1.71875	1.71875	10.0	1.0
139	192	256	1.78125	1.78125	10.0	0.42105263157894735
368	192	256	1.7578125	1.7578125	10.0	1.0
259	192	256	1.40625	1.40625	10.0	1.0
51	192	256	1.40625	1.40625	10.0	0.5
248	208	256	1.40625	1.40625	10.0	0.5
234	192	256	1.40625	1.40625	10.0	0.5
115	192	256	1.40625	1.40625	10.02	1.0
374	192	256	1.40625	1.40625	10.0	0.5
363	192	256	1.40625	1.40625	10.0	1.0
58	256	192	1.5625	1.5625	10.0	1.0
212	177	256	1.0546875521540637	1.0546875521540637	6.0	0.6153846153846154
217	192	256	1.40625	1.40625	10.0	1.0
290	192	256	1.40625	1.40625	10.0	1.0
263	192	256	1.40625	1.40625	10.0	1.0
161	192	256	1.7578125	1.7578125	10.0	1.0
277	192	256	1.484375	1.484375	10.0	1.0
420	192	256	1.40625	1.40625	10.0	1.0
116	192	256	1.5625	1.5625	10.0	1.0
390	192	256	0.84375	0.84375	5.0	0.8888888888888888
251	192	256	1.40625	1.40625	10.0	1.0
221	256	192	1.40625	1.40625	10.0	1.0
282	192	256	1.40625	1.40625	10.0	1.0
340	192	256	1.5625	1.5625	10.0	1.0
403	192	256	1.40625	1.40625	10.0	1.0
335	192	256	1.5625	1.5625	10.0	1.0
432	192	256	1.7578125	1.7578125	10.0	1.0
247	218	256	1.5625	1.5625	10.02	1.0
129	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
344	192	256	1.40625	1.40625	10.0	0.5
23	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
222	218	256	1.40625	1.40625	10.0	1.0
266	192	256	1.40625	1.40625	10.02	1.0
138	192	256	1.40625	1.40625	10.02	1.0
381	192	256	1.296875	1.296875	10.0	0.5
135	192	256	1.40625	1.40625	10.0	1.0
392	192	256	1.40625	1.40625	10.0	1.0
118	256	180	1.25	1.25	10.0	1.0
149	256	192	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
308	192	256	1.40625	1.40625	10.0	1.0
383	256	192	1.40625	1.40625	10.0	1.0
261	192	256	1.40625	1.40625	10.0	1.0
215	256	192	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
62	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
397	192	256	1.40625	1.40625	10.0	1.0
205	192	256	1.5625	1.5625	10.0	1.0
494	192	256	1.484375	1.484375	10.0	1.0
168	256	192	1.40625	1.40625	10.0	1.0
218	230	256	1.40625	1.40625	10.0	1.0
151	192	256	1.40625	1.40625	10.02	1.0
169	256	192	1.40625	1.40625	10.0	1.0
128	192	256	1.40625	1.40625	10.0	1.0
461	256	256	1.484375	1.484375	10.0	1.0
137	192	256	1.40625	1.40625	10.0	1.0
482	192	256	1.40625	1.40625	10.0	1.0
160	192	256	1.5625	1.5625	10.0	1.0
462	192	256	1.78125	1.78125	10.0	0.42105263157894735
61	192	256	1.40625	1.40625	10.0	0.5
353	192	256	1.40625	1.40625	10.0	1.0
176	192	256	1.5625	1.5625	10.0	1.0
447	192	256	1.328125	1.328125	10.0	1.0
130	192	256	1.40625	1.40625	10.0	1.0
210	256	192	1.40625	1.40625	10.0	1.0
1	230	256	1.5625	1.5625	10.02	1.0
246	192	256	1.40625	1.40625	10.0	0.5
332	256	192	1.40625	1.40625	10.0	1.0
305	180	256	1.328125	1.328125	8.0	1.0
219	192	256	1.40625	1.40625	10.0	1.0
117	192	256	1.40625	1.40625	10.0	1.0
351	192	256	1.40625	1.40625	10.0	1.0
235	192	256	1.40625	1.40625	10.0	1.0
158	256	192	1.40625	1.40625	10.0	1.0
260	256	192	1.5625	1.5625	10.0	1.0
97	192	256	1.5625	1.5625	10.0	1.0
380	192	256	1.40625	1.40625	10.0	1.0
52	256	192	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
179	192	256	1.5625	1.5625	10.0	1.0
448	256	192	1.296875	1.296875	10.0	0.5
285	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
230	192	256	1.7890625149011725	1.7890625149011725	10.0	0.36363636363636365
22	192	256	1.25	1.25	10.0	1.0
148	256	218	1.40625	1.40625	10.02	1.0
312	192	256	1.40625	1.40625	10.0	1.0
419	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
19	192	256	1.40625	1.40625	10.0	1.0
196	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
354	192	256	1.7578125	1.7578125	10.0	1.0
452	192	256	1.5625	1.5625	10.0	1.0
303	192	256	1.328125	1.328125	10.0	1.0
386	192	256	1.40625	1.40625	10.0	1.0
232	204	256	1.328125	1.328125	10.0	1.0
499	192	256	1.40625	1.40625	10.0	0.5
478	256	192	1.5625	1.5625	10.0	1.0
204	192	256	1.40625	1.40625	10.0	1.0
239	192	256	1.40625	1.40625	10.0	0.5
491	192	256	1.40625	1.40625	10.02	1.0
147	192	256	1.5625	1.5625	10.0	1.0
175	192	256	1.40625	1.40625	10.0	1.0
328	192	256	1.5625	1.5625	10.0	1.0
276	192	256	1.40625	1.40625	10.0	1.0
82	218	256	1.484375	1.484375	10.0	1.0
495	192	256	1.7578125	1.7578125	10.0	1.0
107	192	256	1.40625	1.40625	10.0	1.0
457	256	192	1.40625	1.40625	10.0	1.0
201	192	256	1.40625	1.40625	10.0	1.0
278	192	256	1.40625	1.40625	10.0	0.5
159	192	256	1.40625	1.40625	10.0	1.0
79	192	256	1.296875	1.296875	10.0	0.5
256	192	256	1.40625	1.40625	10.0	1.0
216	192	256	1.40625	1.40625	10.0	1.0
408	256	192	1.40625	1.40625	10.0	1.0
464	192	256	1.5625	1.5625	10.0	1.0
434	192	256	1.66015625	1.66015625	8.0	1.0
195	256	192	1.640625	1.640625	10.0	1.0
38	192	256	1.5625	1.5625	10.0	1.0
236	192	256	1.5625	1.5625	10.0	1.0
113	218	256	1.640625	1.640625	10.0	1.0
384	192	256	1.40625	1.40625	10.02	1.0
428	256	192	1.40625	1.40625	10.0	1.0
376	192	256	1.40625	1.40625	10.0	1.0
197	256	192	1.5625	1.5625	10.0	1.0
59	192	256	1.5625	1.5625	10.0	1.0
35	230	256	1.5625	1.5625	10.02	1.0
334_b	192	256	1.40625	1.40625	10.0	0.5
200	192	256	1.40625	1.40625	10.0	1.0
140	192	256	1.03125	1.03125	7.98	0.7272727272727273
357	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
145	192	256	1.5625	1.5625	10.0	1.0
87	192	256	1.40625	1.40625	10.0	0.5
185	192	256	1.5625	1.5625	10.0	1.0
460	192	256	1.40625	1.40625	10.0	0.5
126	256	192	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
498	192	256	1.40625	1.40625	10.0	1.0
492	230	256	1.484375	1.484375	10.0	1.0
182	192	256	1.5625	1.5625	10.0	1.0
361	192	256	1.40625	1.40625	10.0	1.0
314	192	256	1.40625	1.40625	10.0	1.0
288	192	256	1.5625	1.5625	10.0	1.0
317	192	256	1.40625	1.40625	10.0	1.0
63	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
264	192	256	1.296875	1.296875	10.0	0.5
99	256	192	1.40625	1.40625	10.0	1.0
231	256	192	1.40625	1.40625	10.0	1.0
307	192	256	1.03125	1.03125	6.0	0.7272727272727273
360	192	256	1.40625	1.40625	10.0	1.0
30	192	256	1.40625	1.40625	10.0	1.0
438	192	256	1.40625	1.40625	10.0	1.0
412	192	256	1.296875	1.296875	10.0	0.5
291	192	256	1.640625	1.640625	10.0	1.0
496	192	256	1.40625	1.40625	10.0	1.0
192	256	192	1.40625	1.40625	10.0	1.0
257	192	256	1.40625	1.40625	10.0	1.0
339	218	256	1.40625	1.40625	10.02	1.0
127	192	256	1.5625	1.5625	10.0	1.0
463	192	256	1.40625	1.40625	10.0	0.5
481	218	256	1.40625	1.40625	10.0	1.0
170	192	256	1.40625	1.40625	10.0	1.0
167	192	256	1.640625	1.640625	10.0	1.0
431	230	256	1.40625	1.40625	10.0	1.0
393	204	256	1.40234375	1.40234375	10.0	1.0
286	256	192	1.40625	1.40625	10.02	1.0
396	256	192	1.40625	1.40625	10.0	1.0
484	192	256	1.796875	1.796875	10.0	1.0
102	256	192	1.5625	1.5625	10.0	1.0
45	192	256	1.40625	1.40625	10.0	1.0
480	192	256	1.7578125	1.7578125	10.0	1.0
237	192	256	1.78125	1.78125	10.0	0.42105263157894735
133	256	192	1.5625	1.5625	10.0	1.0
362	230	256	1.484375	1.484375	10.0	1.0
178	192	256	1.328125	1.328125	10.0	1.0
136	184	256	1.40625	1.40625	10.0	0.5
109	192	256	1.40625	1.40625	10.0	1.0
141	192	256	1.40625	1.40625	10.0	1.0
125	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
451	192	256	1.40625	1.40625	10.0	1.0
402	256	192	1.296875	1.296875	10.0	0.5
44	256	192	1.40625	1.40625	10.0	0.5
89	192	256	1.5234375	1.5234375	10.0	1.0
417	256	192	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
454	192	256	1.40625	1.40625	10.0	1.0
245	192	256	1.40625	1.40625	10.0	1.0
487	256	192	1.484375	1.484375	10.0	1.0
497	256	192	1.40625	1.40625	10.02	1.0
187	192	256	1.40625	1.40625	10.0	1.0
436	256	256	1.5625	1.5625	10.02	1.0
486	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
29	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
4	192	256	1.40625	1.40625	10.0	1.0
240	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
75	192	256	1.5625	1.5625	10.0	1.0
440	192	256	1.40625	1.40625	10.0	1.0
467	192	256	1.5625	1.5625	10.0	1.0
456	192	256	1.03125	1.03125	7.98	0.7272727272727273
283	192	256	1.40625	1.40625	8.04	1.0
333	192	256	1.40625	1.40625	10.0	1.0
37	256	192	1.40625	1.40625	10.0	0.5
330	192	256	1.40625	1.40625	10.0	0.5
468	192	256	1.40625	1.40625	10.0	1.0
241	256	192	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
174	256	192	1.40625	1.40625	10.0	1.0
489	192	256	1.953125	1.953125	10.0	1.0
202	192	256	1.40625	1.40625	10.0	0.5
122	192	256	1.5625	1.5625	10.0	1.0
295	256	192	1.40625	1.40625	10.0	1.0
424	256	192	1.40625	1.40625	10.0	1.0
338	192	256	1.40625	1.40625	10.0	1.0
350	192	256	1.40625	1.40625	8.0	1.0
92	256	192	1.40625	1.40625	10.0	1.0
394	192	256	1.40625	1.40625	10.0	0.5
225	192	256	1.40625	1.40625	10.0	1.0
17	192	256	1.40625	1.40625	10.0	1.0
346	192	256	1.5625	1.5625	10.0	1.0
119	218	256	1.40625	1.40625	10.02	1.0
43	192	256	1.40625	1.40625	10.02	1.0
407	192	256	1.40625	1.40625	10.0	1.0
477	256	192	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
343	256	192	1.5625	1.5625	10.0	1.0
400	256	192	1.03125	1.03125	7.98	0.7272727272727273
446	192	256	1.40625	1.40625	10.0	0.5
7	192	256	1.40625	1.40625	10.0	1.0
398	192	256	1.296875	1.296875	10.0	0.5
2	256	256	1.484375	1.484375	10.02	1.0
311	256	192	1.40625	1.40625	10.0	1.0
306	218	256	1.40625	1.40625	10.0	1.0
391	256	192	1.40625	1.40625	10.02	1.0
3	192	256	1.40625	1.40625	10.0	1.0
189	192	256	1.40625	1.40625	10.0	1.0
72	218	256	1.40625	1.40625	10.02	1.0
483	256	192	1.40625	1.40625	10.0	1.0
472	218	256	1.484375	1.484375	9.0	1.0
25	256	192	1.40625	1.40625	10.0	1.0
166	192	256	1.5625	1.5625	10.0	1.0
379	192	256	1.40625	1.40625	10.0	1.0
294	192	256	1.40625	1.40625	10.0	0.5
409	256	192	1.5625	1.5625	8.8	1.0
433	256	192	1.5625	1.5625	10.0	1.0
155	192	256	1.7890625149011725	1.7890625149011725	10.0	0.36363636363636365
410	192	256	1.5625	1.5625	10.0	1.0
78	192	256	1.40625	1.40625	10.0	1.0
226	256	256	1.5625	1.5625	10.0	1.0
382	256	256	1.5625	1.5625	10.0	1.0
40	256	218	1.40625	1.40625	10.02	1.0
244	192	256	1.40625	1.40625	10.0	0.5
265	192	256	1.40625	1.40625	10.0	0.5
459	192	256	1.40625	1.40625	10.0	0.5
150	192	256	1.40625	1.40625	10.0	1.0
143	218	256	1.40625	1.40625	10.0	1.0
318	192	256	1.40625	1.40625	10.0	1.0
315	256	208	1.296875	1.296875	10.0	0.5
249	192	256	1.40625	1.40625	10.0	0.5
55	192	256	1.5625	1.5625	10.0	1.0
50	192	256	1.296875	1.296875	10.0	0.5
334_a	192	256	1.40625	1.40625	10.0	0.5
132	192	256	1.40625	1.40625	10.02	1.0
74	192	256	1.40625	1.40625	10.0	1.0
48	192	256	1.40625	1.40625	10.0	1.0
299	192	256	1.40625	1.40625	10.0	1.0
429	192	256	1.7812499180436274	1.7812499180436274	10.0	0.34782608695652173
209	192	256	1.40625	1.40625	8.96	1.0
208	192	256	1.3085937649011674	1.3085937649011674	7.98	0.5714285714285714
250	192	256	1.484375	1.484375	10.0	1.0
413	192	256	1.40625	1.40625	10.0	0.5
450	192	256	1.5625	1.5625	10.0	1.0
49	256	192	1.5625	1.5625	10.0	1.0
173	192	256	1.40625	1.40625	8.4	1.0
254	192	256	1.5625	1.5625	10.0	1.0
69	192	256	1.40625	1.40625	10.0	0.5
33	192	256	1.5625	1.5625	10.0	1.0
441	192	256	1.40625	1.40625	10.0	0.5
405	192	256	1.40625	1.40625	10.0	0.5
473	192	256	1.296875	1.296875	10.0	0.5
449	192	256	1.40625	1.40625	10.0	0.5
71	192	256	1.40625	1.40625	10.0	1.0
302	192	256	1.5625	1.5625	10.0	1.0
36	192	256	1.40625	1.40625	10.02	1.0
304	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
292	192	256	1.78125	1.78125	10.0	0.42105263157894735
365	192	256	1.40625	1.40625	10.0	1.0
70	192	256	1.40625	1.40625	10.0	1.0
404	230	256	1.40625	1.40625	10.0	1.0
84	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
470	192	256	1.40625	1.40625	10.0	1.0
156	192	256	1.40625	1.40625	10.0	0.5
411	192	256	1.40625	1.40625	10.0	1.0
229	192	256	1.5625	1.5625	10.0	1.0
83	192	256	1.40625	1.40625	10.0	1.0
163	256	204	1.40625	1.40625	10.0	1.0
296	192	256	1.5625	1.5625	10.0	1.0
347	192	256	1.40625	1.40625	10.0	1.0
194	192	256	1.40625	1.40625	10.0	1.0
66	192	256	0.84375	0.84375	5.0	0.8888888888888888
154	256	192	1.40625	1.40625	10.0	1.0
207	230	256	1.484375	1.484375	10.02	1.0
281	256	192	1.03125	1.03125	7.98	0.7272727272727273
13	192	256	1.40625	1.40625	10.0	1.0
401	192	256	1.40625	1.40625	10.0	1.0
101	192	256	1.40625	1.40625	10.0	1.0
309	192	256	1.40625	1.40625	10.0	1.0
485	208	256	1.296875	1.296875	10.0	0.5
223	192	256	1.03125	1.03125	6.0	0.7272727272727273
77	192	256	1.40625	1.40625	10.0	1.0
39	192	256	1.03125	1.03125	7.98	0.7272727272727273
253	192	256	1.328125	1.328125	10.0	1.0
88	192	256	1.40625	1.40625	10.0	1.0
325	204	256	1.40625	1.40625	10.0	1.0
164	192	256	1.640625	1.640625	10.0	1.0
165	192	256	1.5625	1.5625	10.0	1.0
24	256	192	1.40625	1.40625	8.0	1.0
213	192	256	1.40625	1.40625	10.0	1.0
414	192	256	1.40625	1.40625	8.8	1.0
439	192	256	1.40625	1.40625	10.0	1.0
326	192	256	1.40625	1.40625	10.02	1.0
224	192	256	1.40625	1.40625	10.0	1.0
91	192	256	1.40625	1.40625	10.0	1.0
500	192	256	1.40625	1.40625	10.0	1.0
12	192	256	1.40625	1.40625	10.0	1.0
110	218	256	1.40625	1.40625	10.02	1.0
111	192	256	1.40625	1.40625	10.0	1.0
421	192	256	1.40625	1.40625	10.0	1.0
273	192	256	1.40625	1.40625	10.0	1.0
471	192	256	1.296875	1.296875	10.0	0.5
364	204	256	1.40625	1.40625	10.0	1.0
329	192	256	1.40625	1.40625	10.0	1.0
27	192	256	1.40625	1.40625	10.0	1.0
81	192	256	1.40625	1.40625	10.0	1.0
172	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
9	256	192	1.40625	1.40625	10.0	1.0
378	256	256	1.328125	1.328125	10.0	1.0
387	192	256	1.7578125	1.7578125	10.0	1.0
193	192	256	1.40625	1.40625	10.0	0.5
426	192	256	1.40625	1.40625	10.0	1.0
198	192	256	1.40625	1.40625	10.0	1.0
349	256	192	1.40625	1.40625	10.0	1.0
272	192	256	1.03125	1.03125	7.98	0.7272727272727273
21	192	256	1.5625	1.5625	10.0	1.0
445	192	256	1.40625	1.40625	10.0	1.0
327	192	256	1.40625	1.40625	10.0	1.0
455	192	256	1.40625	1.40625	10.0	1.0
337	256	256	1.484375	1.484375	10.0	1.0
269	256	192	1.5625	1.5625	10.0	1.0
345	192	256	1.40625	1.40625	10.0	1.0
301	192	256	1.40625	1.40625	10.0	1.0
493	256	192	1.7890625149011725	1.7890625149011725	10.0	0.36363636363636365
18	256	192	1.40625	1.40625	10.0	1.0
475	192	256	1.40625	1.40625	10.0	1.0
67	192	256	1.40625	1.40625	10.0	1.0
114	256	192	1.40625	1.40625	10.0	1.0
322	256	192	1.296875	1.296875	10.0	0.5
280	256	192	1.71875	1.71875	10.0	1.0
573	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
580	256	192	1.40625	1.40625	10.0	1.0
656	192	256	1.40625	1.40625	10.0	0.5
588	192	256	1.296875	1.296875	10.0	0.5
510	192	256	1.40625	1.40625	10.0	1.0
658	256	192	1.40625	1.40625	10.0	0.5
585	192	256	1.484375	1.484375	10.02	1.0
559	192	256	1.40625	1.40625	10.0	1.0
690	192	256	1.328125	1.328125	10.0	1.0
563	192	256	1.40625	1.40625	10.02	1.0
646	256	218	1.484375	1.484375	10.0	1.0
514	192	256	1.7578125	1.7578125	10.0	1.0
519	256	192	1.296875	1.296875	10.0	0.5
650	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
666	256	192	1.40625	1.40625	10.0	0.5
602	256	192	1.40625	1.40625	10.0	1.0
661	192	256	1.40625	1.40625	10.0	1.0
636	192	256	1.5625	1.5625	10.0	1.0
678	256	192	1.40625	1.40625	10.0	1.0
612	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
682	192	256	1.484375	1.484375	10.0	1.0
596	192	256	1.40625	1.40625	10.0	1.0
698	192	256	1.40625	1.40625	10.0	1.0
565	192	256	1.40625	1.40625	10.02	1.0
628	192	256	1.5625	1.5625	10.0	1.0
562	211	256	1.7890625149011725	1.7890625149011725	10.0	0.36363636363636365
610	218	256	1.40625	1.40625	10.0	1.0
665	192	256	1.40625	1.40625	10.0	1.0
597	256	192	0.812499970197675	0.812499970197675	6.0	0.8
508	256	192	1.40625	1.40625	10.0	1.0
548	192	256	1.40625	1.40625	10.0	0.5
607	192	256	1.40625	1.40625	10.0	1.0
560	192	256	1.5625	1.5625	10.0	1.0
538	192	256	1.40625	1.40625	10.0	1.0
681	192	256	1.40625	1.40625	10.0	0.5
544	192	256	1.40625	1.40625	10.0	1.0
569	256	192	1.5625	1.5625	10.0	1.0
529	192	256	1.5625	1.5625	10.0	1.0
644	192	256	1.40625	1.40625	10.0	0.5
599	192	256	1.40625	1.40625	10.0	0.5
554	192	256	1.40625	1.40625	10.0	1.0
624	218	256	1.40625	1.40625	10.02	1.0
687	256	192	1.40625	1.40625	10.0	1.0
675	256	192	1.40625	1.40625	10.0	1.0
503	192	256	1.40625	1.40625	8.8	1.0
655	192	256	1.40625	1.40625	10.0	1.0
696	192	256	1.484375	1.484375	10.02	1.0
574	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
652	192	256	1.40625	1.40625	10.0	0.5
533	256	192	1.4453125	1.4453125	10.0	1.0
699	192	256	1.03125	1.03125	6.0	0.7272727272727273
611	192	256	1.328125	1.328125	10.0	1.0
635	192	256	1.40625	1.40625	10.0	1.0
603	192	256	1.40625	1.40625	10.0	1.0
676	192	256	1.7578125	1.7578125	10.0	1.0
634	192	256	0.8906249701976825	0.8906249701976825	6.0	0.7272727272727273
541	192	256	1.40625	1.40625	10.0	1.0
501	192	256	1.40625	1.40625	10.0	1.0
695	192	256	1.5625	1.5625	10.0	1.0
657	192	256	1.40625	1.40625	10.0	1.0
668	256	180	1.25	1.25	10.0	1.0
685	192	256	1.71875	1.71875	10.0	1.0
680	192	256	1.40625	1.40625	10.0	1.0
558	218	256	1.40625	1.40625	10.02	1.0
567	192	256	1.40625	1.40625	10.0	1.0
671	218	256	1.484375	1.484375	10.02	1.0
626	256	192	1.40625	1.40625	10.0	1.0
542	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
640	256	192	1.40625	1.40625	10.0	1.0
664	256	192	1.40625	1.40625	10.0	0.5
536	192	256	1.5625	1.5625	10.0	1.0
613	192	256	1.40625	1.40625	10.0	0.5
520	256	192	1.40625	1.40625	10.0	1.0
639	256	192	0.8906249701976825	0.8906249701976825	6.0	0.7272727272727273
619_a	192	256	1.40625	1.40625	10.0	0.5
504	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
564	256	192	1.296875	1.296875	10.0	0.5
674	192	256	1.40625	1.40625	10.0	1.0
659	192	256	1.5625	1.5625	10.0	1.0
621	192	256	1.40625	1.40625	10.0	1.0
608	192	256	1.40625	1.40625	10.0	1.0
642	192	256	1.5625	1.5625	10.0	1.0
641	192	256	1.40625	1.40625	10.0	1.0
582	192	256	1.5625	1.5625	10.0	1.0
667	256	192	1.5625	1.5625	10.0	1.0
627	192	256	1.40625	1.40625	10.0	1.0
623	192	256	1.5625	1.5625	10.0	1.0
570	192	256	1.40625	1.40625	10.02	1.0
512	192	256	1.40625	1.40625	10.0	1.0
700	256	192	1.40625	1.40625	10.02	1.0
600	256	192	1.296875	1.296875	10.0	0.5
505	256	192	1.5625	1.5625	10.0	1.0
647	218	256	1.40625	1.40625	10.0	1.0
649	192	256	1.3085937649011674	1.3085937649011674	8.0	0.5714285714285714
694	218	256	1.40625	1.40625	10.0	1.0
679	192	256	1.40625	1.40625	10.0	1.0
663	166	256	1.40625	1.40625	10.0	1.0
620	192	256	1.5625	1.5625	10.0	1.0
669	192	256	1.40625	1.40625	10.0	1.0
575	256	192	0.8437500149011588	0.8437500149011588	6.0	0.7272727272727273
684	192	256	1.0546874552965237	1.0546874552965237	6.0	0.6153846153846154
535	256	192	1.40625	1.40625	10.0	1.0
545	256	192	1.5625	1.5625	10.0	1.0
526	256	256	1.484375	1.484375	10.0	1.0
586	256	192	1.40625	1.40625	10.0	1.0
637	192	256	1.40625	1.40625	10.0	1.0
546	192	256	1.40625	1.40625	10.0	0.5
592	192	256	1.296875	1.296875	10.0	0.5
583	192	256	1.40625	1.40625	10.0	0.5
579	256	230	1.40625	1.40625	10.0	1.0
673	192	256	1.40625	1.40625	10.0	1.0
609	192	256	1.40625	1.40625	10.0	1.0
632	256	192	1.40625	1.40625	10.0	1.0
589	192	256	1.40625	1.40625	10.0	1.0
552	192	256	1.40625	1.40625	10.0	1.0
660	256	192	1.40625	1.40625	10.0	1.0
540	256	256	1.71875	1.71875	8.0	1.0
568	192	256	1.03125	1.03125	7.98	0.7272727272727273
651	192	256	1.0546874552965237	1.0546874552965237	6.0	0.6153846153846154
534	256	192	1.40625	1.40625	10.0	1.0
594	192	256	1.5625	1.5625	10.0	1.0
530	230	256	1.484375	1.484375	10.02	1.0
581	120	160	1.3500000238419	1.3500000238419	6.0	1.0
638	192	256	1.5625	1.5625	10.02	1.0
547	192	256	1.40625	1.40625	10.0	1.0
571	192	256	1.296875	1.296875	10.0	0.5
524	256	192	1.40625	1.40625	10.0	1.0
511	192	256	1.71875	1.71875	10.0	1.0
550	192	256	1.40625	1.40625	10.0	1.0
527	192	256	1.40625	1.40625	10.0	0.5
509	192	256	1.40625	1.40625	10.0	1.0
670	256	192	1.40625	1.40625	10.02	1.0
576	192	256	1.40625	1.40625	10.0	1.0
618	192	256	1.0546874552965237	1.0546874552965237	7.98	0.6153846153846154
662	192	256	1.40625	1.40625	10.02	1.0
516_b	208	256	1.40625	1.40625	10.0	0.5
516_a	208	256	1.40625	1.40625	10.0	0.5
593	192	256	1.0546874552965237	1.0546874552965237	6.0	0.6153846153846154
625	192	256	1.40625	1.40625	10.0	1.0
601	192	256	1.5625	1.5625	10.0	1.0
537	218	256	1.40625	1.40625	10.02	1.0
528	192	256	1.40625	1.40625	10.0	1.0
502	192	256	1.40625	1.40625	10.0	1.0
654	192	256	1.3085937649011674	1.3085937649011674	10.0	0.5714285714285714
