source	set	file	bg	lv	my
7T	masks	23_slice000_frame015-mask.png	241664	0	0
7T	masks	23_slice000_frame016-mask.png	241664	0	0
7T	masks	23_slice000_frame017-mask.png	241664	0	0
7T	masks	23_slice001_frame000-mask.png	240451	553	660
7T	masks	23_slice001_frame001-mask.png	239755	709	1200
7T	masks	23_slice001_frame002-mask.png	239624	1074	966
7T	masks	23_slice001_frame003-mask.png	239791	0	1873
7T	masks	23_slice001_frame004-mask.png	241664	0	0
7T	masks	23_slice001_frame005-mask.png	241664	0	0
7T	masks	23_slice001_frame006-mask.png	241664	0	0
7T	masks	23_slice001_frame007-mask.png	241664	0	0
7T	masks	23_slice001_frame008-mask.png	241664	0	0
7T	masks	23_slice001_frame009-mask.png	240487	0	1177
7T	masks	23_slice001_frame010-mask.png	240422	0	1242
7T	masks	23_slice001_frame011-mask.png	240229	0	1435
7T	masks	23_slice001_frame012-mask.png	240233	745	686
7T	masks	23_slice001_frame013-mask.png	240305	717	642
7T	masks	23_slice001_frame014-mask.png	240439	649	576
7T	masks	23_slice001_frame015-mask.png	240432	573	659
7T	masks	23_slice001_frame016-mask.png	240319	688	657
7T	masks	23_slice001_frame017-mask.png	240386	621	657
7T	masks	23_slice002_frame000-mask.png	238980	1461	1223
7T	masks	23_slice002_frame001-mask.png	238745	1396	1523
7T	masks	23_slice002_frame002-mask.png	238762	1312	1590
7T	masks	23_slice002_frame003-mask.png	239007	0	2657
7T	masks	23_slice002_frame004-mask.png	239121	0	2543
7T	masks	23_slice002_frame005-mask.png	239284	753	1627
7T	masks	23_slice002_frame006-mask.png	239419	953	1292
7T	masks	23_slice002_frame007-mask.png	239198	1208	1258
7T	masks	23_slice002_frame008-mask.png	239483	974	1207
7T	masks	23_slice002_frame009-mask.png	239341	1336	987
7T	masks	23_slice002_frame010-mask.png	239397	1440	827
7T	masks	23_slice002_frame011-mask.png	239214	1496	954
7T	masks	23_slice002_frame012-mask.png	239340	1206	1118
7T	masks	23_slice002_frame013-mask.png	239281	1260	1123
7T	masks	23_slice002_frame014-mask.png	239034	1562	1068
7T	masks	23_slice002_frame015-mask.png	239072	1330	1262
7T	masks	23_slice002_frame016-mask.png	239005	1337	1322
7T	masks	23_slice002_frame017-mask.png	239185	1463	1016
7T	masks	23_slice003_frame000-mask.png	237506	2571	1587
7T	masks	23_slice003_frame001-mask.png	237687	2257	1720
7T	masks	23_slice003_frame002-mask.png	237673	2469	1522
7T	masks	23_slice003_frame003-mask.png	237900	2024	1740
7T	masks	23_slice003_frame004-mask.png	238104	1774	1786
7T	masks	23_slice003_frame005-mask.png	238437	1445	1782
7T	masks	23_slice003_frame006-mask.png	238463	1447	1754
7T	masks	23_slice003_frame007-mask.png	238121	1222	2321
7T	masks	23_slice003_frame008-mask.png	238655	1533	1476
7T	masks	23_slice003_frame009-mask.png	238140	2073	1451
7T	masks	23_slice003_frame010-mask.png	238030	2298	1336
7T	masks	23_slice003_frame011-mask.png	238200	2156	1308
7T	masks	23_slice003_frame012-mask.png	238084	2238	1342
7T	masks	23_slice003_frame013-mask.png	238179	2034	1451
7T	masks	23_slice003_frame014-mask.png	238107	1792	1765
7T	masks	23_slice003_frame015-mask.png	238322	1761	1581
7T	masks	23_slice003_frame016-mask.png	237787	1884	1993
7T	masks	23_slice003_frame017-mask.png	237896	2327	1441
7T	masks	23_slice004_frame000-mask.png	236523	3405	1736
7T	masks	23_slice004_frame001-mask.png	236246	3238	2180
7T	masks	23_slice004_frame002-mask.png	236208	3338	2118
7T	masks	23_slice004_frame003-mask.png	236662	2825	2177
7T	masks	23_slice004_frame004-mask.png	236813	2224	2627
7T	masks	23_slice004_frame005-mask.png	237264	2122	2278
7T	masks	23_slice004_frame006-mask.png	236694	2061	2909
7T	masks	23_slice004_frame007-mask.png	236856	2040	2768
7T	masks	23_slice004_frame008-mask.png	237142	2142	2380
7T	masks	23_slice004_frame009-mask.png	237324	2901	1439
7T	masks	23_slice004_frame010-mask.png	236802	3140	1722
7T	masks	23_slice004_frame011-mask.png	236872	3251	1541
7T	masks	23_slice004_frame012-mask.png	236520	3235	1909
7T	masks	23_slice004_frame013-mask.png	236648	3100	1916
7T	masks	23_slice004_frame014-mask.png	236741	3352	1571
7T	masks	23_slice004_frame015-mask.png	236670	2848	2146
7T	masks	23_slice004_frame016-mask.png	236391	3248	2025
7T	masks	23_slice004_frame017-mask.png	236431	3059	2174
7T	masks	23_slice005_frame000-mask.png	235634	3913	2117
7T	masks	23_slice005_frame001-mask.png	235373	3982	2309
7T	masks	23_slice005_frame002-mask.png	235567	3899	2198
7T	masks	23_slice005_frame003-mask.png	235482	3631	2551
7T	masks	23_slice005_frame004-mask.png	235916	3243	2505
7T	masks	23_slice005_frame005-mask.png	236417	2636	2611
7T	masks	23_slice005_frame006-mask.png	236069	2572	3023
7T	masks	23_slice005_frame007-mask.png	236262	2663	2739
7T	masks	23_slice005_frame008-mask.png	236401	2725	2538
7T	masks	23_slice005_frame009-mask.png	236362	3203	2099
7T	masks	23_slice005_frame010-mask.png	236099	3374	2191
7T	masks	23_slice005_frame011-mask.png	236360	3476	1828
7T	masks	23_slice005_frame012-mask.png	235893	3790	1981
7T	masks	23_slice005_frame013-mask.png	235812	3815	2037
7T	masks	23_slice005_frame014-mask.png	235732	4030	1902
7T	masks	23_slice005_frame015-mask.png	235748	3690	2226
7T	masks	23_slice005_frame016-mask.png	235843	3891	1930
7T	masks	23_slice005_frame017-mask.png	235603	3910	2151
7T	masks	23_slice006_frame000-mask.png	234975	4404	2285
7T	masks	23_slice006_frame001-mask.png	234748	4404	2512
7T	masks	23_slice006_frame002-mask.png	234388	4663	2613
7T	masks	23_slice006_frame003-mask.png	234692	4367	2605
7T	masks	23_slice006_frame004-mask.png	235180	3860	2624
7T	masks	23_slice006_frame005-mask.png	235474	3118	3072
7T	masks	23_slice006_frame006-mask.png	235291	3309	3064
7T	masks	23_slice006_frame007-mask.png	235525	3138	3001
7T	masks	23_slice006_frame008-mask.png	235565	3385	2714
7T	masks	23_slice006_frame009-mask.png	235358	3943	2363
7T	masks	23_slice006_frame010-mask.png	235378	3978	2308
7T	masks	23_slice006_frame011-mask.png	235264	4096	2304
7T	masks	23_slice006_frame012-mask.png	235031	4305	2328
7T	masks	23_slice006_frame013-mask.png	234887	4530	2247
7T	masks	23_slice006_frame014-mask.png	234779	4456	2429
7T	masks	23_slice006_frame015-mask.png	234614	4549	2501
7T	masks	23_slice006_frame016-mask.png	234647	4455	2562
7T	masks	23_slice006_frame017-mask.png	234761	4459	2444
7T	masks	23_slice007_frame000-mask.png	233328	5452	2884
7T	masks	23_slice007_frame001-mask.png	233268	5405	2991
7T	masks	23_slice007_frame002-mask.png	233730	5409	2525
7T	masks	23_slice007_frame003-mask.png	234181	4803	2680
7T	masks	23_slice007_frame004-mask.png	234622	4258	2784
7T	masks	23_slice007_frame005-mask.png	234850	3547	3267
7T	masks	23_slice007_frame006-mask.png	234887	3315	3462
7T	masks	23_slice007_frame007-mask.png	234760	3810	3094
7T	masks	23_slice007_frame008-mask.png	234365	4322	2977
7T	masks	23_slice007_frame009-mask.png	234163	5139	2362
7T	masks	23_slice007_frame010-mask.png	233868	5090	2706
7T	masks	23_slice007_frame011-mask.png	233861	5314	2489
7T	masks	23_slice007_frame012-mask.png	233781	5460	2423
7T	masks	23_slice007_frame013-mask.png	233828	5398	2438
7T	masks	23_slice007_frame014-mask.png	233829	5496	2339
7T	masks	23_slice007_frame015-mask.png	233662	5502	2500
7T	masks	23_slice007_frame016-mask.png	233741	5258	2665
7T	masks	23_slice007_frame017-mask.png	233743	5423	2498
7T	masks	23_slice008_frame000-mask.png	232629	6207	2828
7T	masks	23_slice008_frame001-mask.png	232673	6034	2957
7T	masks	23_slice008_frame002-mask.png	232755	5856	3053
7T	masks	23_slice008_frame003-mask.png	233487	5571	2606
7T	masks	23_slice008_frame004-mask.png	233993	4786	2885
7T	masks	23_slice008_frame005-mask.png	234120	4548	2996
7T	masks	23_slice008_frame006-mask.png	234299	4110	3255
7T	masks	23_slice008_frame007-mask.png	234467	4006	3191
7T	masks	23_slice008_frame008-mask.png	234048	4335	3281
7T	masks	23_slice008_frame009-mask.png	233575	5297	2792
7T	masks	23_slice008_frame010-mask.png	233349	5722	2593
7T	masks	23_slice008_frame011-mask.png	233178	6097	2389
7T	masks	23_slice008_frame012-mask.png	233219	5994	2451
7T	masks	23_slice008_frame013-mask.png	233145	5990	2529
7T	masks	23_slice008_frame014-mask.png	233154	5871	2639
7T	masks	23_slice008_frame015-mask.png	233262	5880	2522
7T	masks	23_slice008_frame016-mask.png	232740	6154	2770
7T	masks	23_slice008_frame017-mask.png	232847	6124	2693
7T	masks	23_slice009_frame000-mask.png	232311	6312	3041
7T	masks	23_slice009_frame001-mask.png	232583	6217	2864
7T	masks	23_slice009_frame002-mask.png	232745	5887	3032
7T	masks	23_slice009_frame003-mask.png	233644	5028	2992
7T	masks	23_slice009_frame004-mask.png	234161	4461	3042
7T	masks	23_slice009_frame005-mask.png	234408	3973	3283
7T	masks	23_slice009_frame006-mask.png	234385	3932	3347
7T	masks	23_slice009_frame007-mask.png	234192	4354	3118
7T	masks	23_slice009_frame008-mask.png	233425	5240	2999
7T	masks	23_slice009_frame009-mask.png	232596	6123	2945
7T	masks	23_slice009_frame010-mask.png	232911	6274	2479
7T	masks	23_slice009_frame011-mask.png	232993	6046	2625
7T	masks	23_slice009_frame012-mask.png	232918	6135	2611
7T	masks	23_slice009_frame013-mask.png	232822	6302	2540
7T	masks	23_slice009_frame014-mask.png	232755	6388	2521
7T	masks	23_slice009_frame015-mask.png	232695	6052	2917
7T	masks	23_slice009_frame016-mask.png	232749	6146	2769
7T	masks	23_slice009_frame017-mask.png	232836	6395	2433
7T	masks	23_slice010_frame000-mask.png	231984	6514	3166
7T	masks	23_slice010_frame001-mask.png	232203	6111	3350
7T	masks	23_slice010_frame002-mask.png	232573	5896	3195
7T	masks	23_slice010_frame003-mask.png	232992	5529	3143
7T	masks	23_slice010_frame004-mask.png	233891	4499	3274
7T	masks	23_slice010_frame005-mask.png	234188	4120	3356
7T	masks	23_slice010_frame006-mask.png	234356	3881	3427
7T	masks	23_slice010_frame007-mask.png	234530	3788	3346
7T	masks	23_slice010_frame008-mask.png	234421	3851	3392
7T	masks	23_slice010_frame009-mask.png	233304	5186	3174
7T	masks	23_slice010_frame010-mask.png	232729	5986	2949
7T	masks	23_slice010_frame011-mask.png	232424	6304	2936
7T	masks	23_slice010_frame012-mask.png	232534	6170	2960
7T	masks	23_slice010_frame013-mask.png	232491	6283	2890
7T	masks	23_slice010_frame014-mask.png	232651	6206	2807
7T	masks	23_slice010_frame015-mask.png	232643	6348	2673
7T	masks	23_slice010_frame016-mask.png	232664	6442	2558
7T	masks	23_slice010_frame017-mask.png	232321	6403	2940
7T	masks	23_slice011_frame000-mask.png	232144	6375	3145
7T	masks	23_slice011_frame001-mask.png	232328	6213	3123
7T	masks	23_slice011_frame002-mask.png	232809	6119	2736
7T	masks	23_slice011_frame003-mask.png	233302	5222	3140
7T	masks	23_slice011_frame004-mask.png	234121	4550	2993
7T	masks	23_slice011_frame005-mask.png	234512	4002	3150
7T	masks	23_slice011_frame006-mask.png	234674	3753	3237
7T	masks	23_slice011_frame007-mask.png	235025	3434	3205
7T	masks	23_slice011_frame008-mask.png	234525	3675	3464
7T	masks	23_slice011_frame009-mask.png	234016	4616	3032
7T	masks	23_slice011_frame010-mask.png	232977	5534	3153
7T	masks	23_slice011_frame011-mask.png	232901	6160	2603
7T	masks	23_slice011_frame012-mask.png	232628	6306	2730
7T	masks	23_slice011_frame013-mask.png	232581	6546	2537
7T	masks	23_slice011_frame014-mask.png	232513	6288	2863
7T	masks	23_slice011_frame015-mask.png	232574	6244	2846
7T	masks	23_slice011_frame016-mask.png	232270	6296	3098
7T	masks	23_slice011_frame017-mask.png	232204	6396	3064
7T	masks	23_slice012_frame000-mask.png	232206	6194	3264
7T	masks	23_slice012_frame001-mask.png	232364	6112	3188
7T	masks	23_slice012_frame002-mask.png	232835	5671	3158
7T	masks	23_slice012_frame003-mask.png	233745	4926	2993
7T	masks	23_slice012_frame004-mask.png	234144	4194	3326
7T	masks	23_slice012_frame005-mask.png	234874	4092	2698
7T	masks	23_slice012_frame006-mask.png	235044	3958	2662
7T	masks	23_slice012_frame007-mask.png	235079	3769	2816
7T	masks	23_slice012_frame008-mask.png	235232	3765	2667
7T	masks	23_slice012_frame009-mask.png	234264	4104	3296
7T	masks	23_slice012_frame010-mask.png	233328	5201	3135
7T	masks	23_slice012_frame011-mask.png	232856	6078	2730
7T	masks	23_slice012_frame012-mask.png	232479	5998	3187
7T	masks	23_slice012_frame013-mask.png	232816	5974	2874
7T	masks	23_slice012_frame014-mask.png	232531	6058	3075
7T	masks	23_slice012_frame015-mask.png	232730	6066	2868
7T	masks	23_slice012_frame016-mask.png	232634	6003	3027
7T	masks	23_slice012_frame017-mask.png	232467	6380	2817
7T	masks	23_slice013_frame000-mask.png	232616	6268	2780
7T	masks	23_slice013_frame001-mask.png	232791	5882	2991
7T	masks	23_slice013_frame002-mask.png	233296	5624	2744
7T	masks	23_slice013_frame003-mask.png	233891	5065	2708
7T	masks	23_slice013_frame004-mask.png	234846	4338	2480
7T	masks	23_slice013_frame005-mask.png	235168	4099	2397
7T	masks	23_slice013_frame006-mask.png	234957	3801	2906
7T	masks	23_slice013_frame007-mask.png	236122	3177	2365
7T	masks	23_slice013_frame008-mask.png	235769	3626	2269
7T	masks	23_slice013_frame009-mask.png	234286	4221	3157
7T	masks	23_slice013_frame010-mask.png	233633	4894	3137
7T	masks	23_slice013_frame011-mask.png	233237	5390	3037
7T	masks	23_slice013_frame012-mask.png	233016	5868	2780
7T	masks	23_slice013_frame013-mask.png	233178	5795	2691
7T	masks	23_slice013_frame014-mask.png	232976	5750	2938
7T	masks	23_slice013_frame015-mask.png	232993	5703	2968
7T	masks	23_slice013_frame016-mask.png	232723	5732	3209
7T	masks	23_slice013_frame017-mask.png	232592	5886	3186
7T	masks	23_slice014_frame000-mask.png	233804	5233	2627
7T	masks	23_slice014_frame001-mask.png	233952	5099	2613
7T	masks	23_slice014_frame002-mask.png	241664	0	0
7T	masks	23_slice014_frame003-mask.png	241664	0	0
7T	masks	23_slice014_frame004-mask.png	241664	0	0
7T	masks	23_slice014_frame005-mask.png	241664	0	0
7T	masks	23_slice014_frame006-mask.png	241664	0	0
7T	masks	23_slice014_frame007-mask.png	241664	0	0
7T	masks	23_slice014_frame008-mask.png	241664	0	0
7T	masks	23_slice014_frame009-mask.png	241664	0	0
7T	masks	23_slice014_frame010-mask.png	241664	0	0
7T	masks	23_slice014_frame011-mask.png	235002	4460	2202
7T	masks	23_slice014_frame012-mask.png	234963	4379	2322
7T	masks	23_slice014_frame013-mask.png	234461	4591	2612
7T	masks	23_slice014_frame014-mask.png	234579	4672	2413
7T	masks	23_slice014_frame015-mask.png	234592	4649	2423
7T	masks	23_slice014_frame016-mask.png	234078	4795	2791
7T	masks	23_slice014_frame017-mask.png	233921	4822	2921
7T	masks	23_slice015_frame000-mask.png	241664	0	0
7T	masks	23_slice015_frame001-mask.png	241664	0	0
7T	masks	23_slice015_frame002-mask.png	241664	0	0
7T	masks	23_slice015_frame003-mask.png	241664	0	0
7T	masks	23_slice015_frame004-mask.png	241664	0	0
7T	masks	23_slice015_frame005-mask.png	241664	0	0
7T	masks	23_slice015_frame006-mask.png	241664	0	0
7T	masks	23_slice015_frame007-mask.png	241664	0	0
7T	masks	23_slice015_frame008-mask.png	241664	0	0
7T	masks	23_slice015_frame009-mask.png	241664	0	0
7T	masks	23_slice015_frame010-mask.png	241664	0	0
7T	masks	23_slice015_frame011-mask.png	241664	0	0
7T	masks	23_slice015_frame012-mask.png	241664	0	0
7T	masks	23_slice015_frame013-mask.png	241664	0	0
7T	masks	23_slice015_frame014-mask.png	241664	0	0
7T	masks	23_slice015_frame015-mask.png	241664	0	0
7T	masks	23_slice015_frame016-mask.png	241664	0	0
7T	masks	23_slice015_frame017-mask.png	241664	0	0
7T	masks	23_slice016_frame000-mask.png	241664	0	0
7T	masks	23_slice016_frame001-mask.png	241664	0	0
7T	masks	23_slice016_frame002-mask.png	241664	0	0
7T	masks	23_slice016_frame003-mask.png	241664	0	0
7T	masks	23_slice016_frame004-mask.png	241664	0	0
7T	masks	23_slice016_frame005-mask.png	241664	0	0
7T	masks	23_slice016_frame006-mask.png	241664	0	0
7T	masks	23_slice016_frame007-mask.png	241664	0	0
7T	masks	23_slice016_frame008-mask.png	241664	0	0
7T	masks	23_slice016_frame009-mask.png	241664	0	0
7T	masks	23_slice016_frame010-mask.png	241664	0	0
7T	masks	23_slice016_frame011-mask.png	241664	0	0
7T	masks	23_slice016_frame012-mask.png	241664	0	0
7T	masks	23_slice016_frame013-mask.png	241664	0	0
7T	masks	23_slice016_frame014-mask.png	241664	0	0
7T	masks	23_slice016_frame015-mask.png	241664	0	0
7T	masks	23_slice016_frame016-mask.png	241664	0	0
7T	masks	23_slice016_frame017-mask.png	241664	0	0
7T	masks	24_slice001_frame000-mask.png	241664	0	0
7T	masks	24_slice001_frame001-mask.png	241664	0	0
7T	masks	24_slice001_frame002-mask.png	241664	0	0
7T	masks	24_slice001_frame003-mask.png	241664	0	0
7T	masks	24_slice001_frame004-mask.png	241664	0	0
7T	masks	24_slice001_frame005-mask.png	241664	0	0
7T	masks	24_slice001_frame014-mask.png	241664	0	0
7T	masks	24_slice001_frame015-mask.png	241664	0	0
7T	masks	24_slice001_frame016-mask.png	241664	0	0
7T	masks	24_slice001_frame017-mask.png	241664	0	0
7T	masks	24_slice001_frame018-mask.png	241664	0	0
7T	masks	24_slice001_frame019-mask.png	241664	0	0
7T	masks	24_slice001_frame020-mask.png	241664	0	0
7T	masks	24_slice001_frame021-mask.png	241664	0	0
7T	masks	24_slice001_frame022-mask.png	241664	0	0
7T	masks	24_slice001_frame023-mask.png	241664	0	0
7T	masks	24_slice001_frame024-mask.png	241664	0	0
7T	masks	24_slice002_frame000-mask.png	241664	0	0
7T	masks	24_slice002_frame001-mask.png	241664	0	0
7T	masks	24_slice002_frame002-mask.png	241664	0	0
7T	masks	24_slice002_frame003-mask.png	241664	0	0
7T	masks	24_slice002_frame004-mask.png	241664	0	0
7T	masks	24_slice002_frame005-mask.png	241664	0	0
7T	masks	24_slice002_frame006-mask.png	241664	0	0
7T	masks	24_slice002_frame007-mask.png	241664	0	0
7T	masks	24_slice002_frame008-mask.png	241664	0	0
7T	masks	24_slice002_frame009-mask.png	241664	0	0
7T	masks	24_slice002_frame010-mask.png	241664	0	0
7T	masks	24_slice002_frame011-mask.png	241664	0	0
7T	masks	24_slice002_frame012-mask.png	241664	0	0
7T	masks	24_slice002_frame013-mask.png	241664	0	0
7T	masks	24_slice002_frame014-mask.png	241664	0	0
7T	masks	24_slice002_frame015-mask.png	241664	0	0
7T	masks	24_slice002_frame016-mask.png	241664	0	0
7T	masks	24_slice002_frame017-mask.png	241664	0	0
7T	masks	24_slice002_frame018-mask.png	241664	0	0
7T	masks	24_slice002_frame019-mask.png	241664	0	0
7T	masks	24_slice002_frame020-mask.png	241664	0	0
7T	masks	24_slice002_frame021-mask.png	241664	0	0
7T	masks	24_slice002_frame022-mask.png	241664	0	0
7T	masks	24_slice002_frame023-mask.png	241664	0	0
7T	masks	24_slice002_frame024-mask.png	241664	0	0
7T	masks	24_slice003_frame000-mask.png	241664	0	0
7T	masks	24_slice003_frame001-mask.png	241664	0	0
7T	masks	24_slice003_frame002-mask.png	241664	0	0
7T	masks	24_slice003_frame003-mask.png	241664	0	0
7T	masks	24_slice003_frame004-mask.png	241664	0	0
7T	masks	24_slice003_frame005-mask.png	241664	0	0
7T	masks	24_slice003_frame006-mask.png	241664	0	0
7T	masks	24_slice003_frame007-mask.png	241664	0	0
7T	masks	24_slice003_frame008-mask.png	241664	0	0
7T	masks	24_slice003_frame009-mask.png	241664	0	0
7T	masks	24_slice003_frame010-mask.png	241664	0	0
7T	masks	24_slice003_frame011-mask.png	241664	0	0
7T	masks	24_slice003_frame012-mask.png	241664	0	0
7T	masks	24_slice003_frame013-mask.png	241664	0	0
7T	masks	24_slice003_frame014-mask.png	241664	0	0
7T	masks	24_slice003_frame015-mask.png	241664	0	0
7T	masks	24_slice003_frame016-mask.png	241664	0	0
7T	masks	24_slice003_frame017-mask.png	241664	0	0
7T	masks	24_slice003_frame018-mask.png	241664	0	0
7T	masks	24_slice003_frame019-mask.png	241664	0	0
7T	masks	24_slice003_frame020-mask.png	241664	0	0
7T	masks	24_slice003_frame021-mask.png	241664	0	0
7T	masks	24_slice003_frame022-mask.png	241664	0	0
7T	masks	24_slice003_frame023-mask.png	241664	0	0
7T	masks	24_slice003_frame024-mask.png	241664	0	0
7T	masks	24_slice004_frame000-mask.png	241664	0	0
7T	masks	24_slice004_frame001-mask.png	241664	0	0
7T	masks	24_slice004_frame002-mask.png	241664	0	0
7T	masks	24_slice004_frame003-mask.png	241664	0	0
7T	masks	24_slice004_frame004-mask.png	241664	0	0
7T	masks	24_slice004_frame005-mask.png	241664	0	0
7T	masks	24_slice004_frame006-mask.png	241664	0	0
7T	masks	24_slice004_frame007-mask.png	241664	0	0
7T	masks	24_slice004_frame008-mask.png	241664	0	0
7T	masks	24_slice004_frame009-mask.png	241664	0	0
7T	masks	24_slice004_frame010-mask.png	241664	0	0
7T	masks	24_slice004_frame011-mask.png	241664	0	0
7T	masks	24_slice004_frame012-mask.png	241664	0	0
7T	masks	24_slice004_frame013-mask.png	241664	0	0
7T	masks	24_slice004_frame014-mask.png	241664	0	0
7T	masks	24_slice004_frame015-mask.png	241664	0	0
7T	masks	24_slice004_frame016-mask.png	241664	0	0
7T	masks	24_slice004_frame017-mask.png	241664	0	0
7T	masks	24_slice004_frame018-mask.png	241664	0	0
7T	masks	24_slice004_frame019-mask.png	241664	0	0
7T	masks	24_slice004_frame020-mask.png	241664	0	0
7T	masks	24_slice004_frame021-mask.png	241664	0	0
7T	masks	24_slice004_frame022-mask.png	241664	0	0
7T	masks	24_slice004_frame023-mask.png	241664	0	0
7T	masks	24_slice004_frame024-mask.png	241664	0	0
7T	masks	24_slice005_frame000-mask.png	241664	0	0
7T	masks	24_slice005_frame001-mask.png	241664	0	0
7T	masks	24_slice005_frame002-mask.png	241664	0	0
7T	masks	24_slice005_frame003-mask.png	241664	0	0
7T	masks	24_slice005_frame004-mask.png	241664	0	0
7T	masks	24_slice005_frame005-mask.png	241664	0	0
7T	masks	24_slice005_frame006-mask.png	241664	0	0
7T	masks	24_slice005_frame007-mask.png	241664	0	0
7T	masks	24_slice005_frame008-mask.png	241664	0	0
7T	masks	24_slice005_frame009-mask.png	241664	0	0
7T	masks	24_slice005_frame010-mask.png	241664	0	0
7T	masks	24_slice005_frame011-mask.png	241664	0	0
7T	masks	24_slice005_frame012-mask.png	241664	0	0
7T	masks	24_slice005_frame013-mask.png	241664	0	0
7T	masks	24_slice005_frame014-mask.png	241664	0	0
7T	masks	24_slice005_frame015-mask.png	241664	0	0
7T	masks	24_slice005_frame016-mask.png	241664	0	0
7T	masks	24_slice005_frame017-mask.png	241664	0	0
7T	masks	24_slice005_frame018-mask.png	241664	0	0
7T	masks	24_slice005_frame019-mask.png	241664	0	0
7T	masks	24_slice005_frame020-mask.png	241664	0	0
7T	masks	24_slice005_frame021-mask.png	241664	0	0
7T	masks	24_slice005_frame022-mask.png	241664	0	0
7T	masks	24_slice005_frame023-mask.png	241664	0	0
7T	masks	24_slice005_frame024-mask.png	241664	0	0
7T	masks	24_slice006_frame000-mask.png	241664	0	0
7T	masks	24_slice006_frame001-mask.png	241664	0	0
7T	masks	24_slice006_frame002-mask.png	241664	0	0
7T	masks	24_slice006_frame003-mask.png	241664	0	0
7T	masks	24_slice006_frame004-mask.png	241664	0	0
7T	masks	24_slice006_frame005-mask.png	241664	0	0
7T	masks	24_slice006_frame006-mask.png	241664	0	0
7T	masks	24_slice006_frame007-mask.png	241664	0	0
7T	masks	24_slice006_frame008-mask.png	241664	0	0
7T	masks	24_slice006_frame009-mask.png	241664	0	0
7T	masks	24_slice006_frame010-mask.png	241664	0	0
7T	masks	24_slice006_frame011-mask.png	241664	0	0
7T	masks	24_slice006_frame012-mask.png	241664	0	0
7T	masks	24_slice006_frame013-mask.png	241664	0	0
7T	masks	24_slice006_frame014-mask.png	241664	0	0
7T	masks	24_slice006_frame015-mask.png	241664	0	0
7T	masks	24_slice006_frame016-mask.png	241664	0	0
7T	masks	24_slice006_frame017-mask.png	241664	0	0
7T	masks	24_slice006_frame018-mask.png	241664	0	0
7T	masks	24_slice006_frame019-mask.png	241664	0	0
7T	masks	24_slice006_frame020-mask.png	241664	0	0
7T	masks	24_slice006_frame021-mask.png	241664	0	0
7T	masks	24_slice006_frame022-mask.png	241664	0	0
7T	masks	24_slice006_frame023-mask.png	241664	0	0
7T	masks	24_slice006_frame024-mask.png	241664	0	0
7T	masks	24_slice007_frame000-mask.png	241664	0	0
7T	masks	24_slice007_frame001-mask.png	241664	0	0
7T	masks	24_slice007_frame002-mask.png	241664	0	0
7T	masks	24_slice007_frame003-mask.png	241664	0	0
7T	masks	24_slice007_frame004-mask.png	241664	0	0
7T	masks	24_slice007_frame005-mask.png	241664	0	0
7T	masks	24_slice007_frame006-mask.png	241664	0	0
7T	masks	24_slice007_frame007-mask.png	241664	0	0
7T	masks	24_slice007_frame008-mask.png	241664	0	0
7T	masks	24_slice007_frame009-mask.png	241664	0	0
7T	masks	24_slice007_frame010-mask.png	241664	0	0
7T	masks	24_slice007_frame011-mask.png	241664	0	0
7T	masks	24_slice007_frame012-mask.png	241664	0	0
7T	masks	24_slice007_frame013-mask.png	241664	0	0
7T	masks	24_slice007_frame014-mask.png	241664	0	0
7T	masks	24_slice007_frame015-mask.png	241664	0	0
7T	masks	24_slice007_frame016-mask.png	241664	0	0
7T	masks	24_slice007_frame017-mask.png	241664	0	0
7T	masks	24_slice007_frame018-mask.png	241664	0	0
7T	masks	24_slice007_frame019-mask.png	241664	0	0
7T	masks	24_slice007_frame020-mask.png	241664	0	0
7T	masks	24_slice007_frame021-mask.png	241664	0	0
7T	masks	24_slice007_frame022-mask.png	241664	0	0
7T	masks	24_slice007_frame023-mask.png	241664	0	0
7T	masks	24_slice007_frame024-mask.png	241664	0	0
7T	masks	24_slice008_frame000-mask.png	241664	0	0
7T	masks	24_slice008_frame001-mask.png	241664	0	0
7T	masks	24_slice008_frame002-mask.png	241664	0	0
7T	masks	24_slice008_frame003-mask.png	241664	0	0
7T	masks	24_slice008_frame004-mask.png	241664	0	0
7T	masks	24_slice008_frame005-mask.png	241664	0	0
7T	masks	24_slice008_frame006-mask.png	241664	0	0
7T	masks	24_slice008_frame007-mask.png	241664	0	0
7T	masks	24_slice008_frame008-mask.png	241664	0	0
7T	masks	24_slice008_frame009-mask.png	241664	0	0
7T	masks	24_slice008_frame010-mask.png	241664	0	0
7T	masks	24_slice008_frame011-mask.png	241664	0	0
7T	masks	24_slice008_frame012-mask.png	241664	0	0
7T	masks	24_slice008_frame013-mask.png	241664	0	0
7T	masks	24_slice008_frame014-mask.png	241664	0	0
7T	masks	24_slice008_frame015-mask.png	241664	0	0
7T	masks	24_slice008_frame016-mask.png	241664	0	0
7T	masks	24_slice008_frame017-mask.png	241664	0	0
7T	masks	24_slice008_frame018-mask.png	241664	0	0
7T	masks	24_slice008_frame019-mask.png	241664	0	0
7T	masks	24_slice008_frame020-mask.png	241664	0	0
7T	masks	24_slice008_frame021-mask.png	241664	0	0
7T	masks	24_slice008_frame022-mask.png	241664	0	0
7T	masks	24_slice008_frame023-mask.png	241664	0	0
7T	masks	24_slice008_frame024-mask.png	241664	0	0
